Country,State,Year,Sector,Consumer Category,Energy Sale (GWh)
India,Madhya Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,1627.83
India,Madhya Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,398.0
India,Madhya Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,2213.61
India,Madhya Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,1622.97
India,Madhya Pradesh,2019,Private Licensees,Agriculture,225.55
India,Madhya Pradesh,2019,Private Licensees,Commercial,30.78
India,Madhya Pradesh,2019,Private Licensees,Domestic,255.82
India,Madhya Pradesh,2019,Private Licensees,Industrial Power (High Voltage),0.0
India,Madhya Pradesh,2019,Private Licensees,Industrial Power (Low and Med Voltage),36.4
India,Madhya Pradesh,2019,Private Licensees,Miscellaneous,26.03
India,Madhya Pradesh,2019,Private Licensees,Public Lighting,5.71
India,Madhya Pradesh,2019,Private Licensees,Traction,0.0
India,Madhya Pradesh,2019,Private Licensees,Works and Sewage Pumping,17.86
India,Maharashtra,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,29291.01
India,Maharashtra,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,8009.91
India,Maharashtra,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,21418.31
India,Maharashtra,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),30171.47
India,Maharashtra,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),8995.15
India,Maharashtra,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,1708.38
India,Maharashtra,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,1906.71
India,Maharashtra,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,2558.13
India,Maharashtra,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,2732.6
India,Maharashtra,2019,MUNICIPALITIES,Agriculture,0.0
India,Maharashtra,2019,MUNICIPALITIES,Commercial,2097.19
India,Maharashtra,2019,MUNICIPALITIES,Domestic,2064.75
India,Maharashtra,2019,MUNICIPALITIES,Industrial Power (High Voltage),178.86
India,Maharashtra,2019,MUNICIPALITIES,Industrial Power (Low and Med Voltage),131.36
India,Maharashtra,2019,MUNICIPALITIES,Miscellaneous,36.17
India,Maharashtra,2019,MUNICIPALITIES,Public Lighting,15.98
India,Maharashtra,2019,MUNICIPALITIES,Traction,2.22
India,Maharashtra,2019,MUNICIPALITIES,Works and Sewage Pumping,42.79
India,Maharashtra,2019,Private Licensees,Agriculture,0.22
India,Maharashtra,2019,Private Licensees,Commercial,5632.46
India,Maharashtra,2019,Private Licensees,Domestic,6324.82
India,Maharashtra,2019,Private Licensees,Industrial Power (High Voltage),1232.18
India,Maharashtra,2019,Private Licensees,Industrial Power (Low and Med Voltage),835.6
India,Maharashtra,2019,Private Licensees,Miscellaneous,14.02
India,Maharashtra,2019,Private Licensees,Public Lighting,48.9
India,Maharashtra,2019,Private Licensees,Traction,99.38
India,Maharashtra,2019,Private Licensees,Works and Sewage Pumping,96.35
India,Manipur,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,2.18
India,Manipur,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,68.12
India,Manipur,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,388.08
India,Manipur,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),9.31
India,Manipur,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),21.49
India,Manipur,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,109.97
India,Manipur,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,10.19
India,Manipur,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.0
India,Manipur,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,21.82
India,Meghalaya,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.31
India,Meghalaya,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,99.19
India,Meghalaya,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,465.19
India,Meghalaya,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),544.4
India,Meghalaya,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),5.84
India,Meghalaya,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,102.57
India,Meghalaya,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,0.12
India,Meghalaya,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.0
India,Meghalaya,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,41.86
India,Mizoram,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.14
India,Mizoram,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,48.28
India,Mizoram,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,288.91
India,Mizoram,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),9.26
India,Mizoram,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),1.66
India,Mizoram,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,71.74
India,Mizoram,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,2.11
India,Mizoram,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.0
India,Mizoram,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,64.29
India,Nagaland,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.0
India,Nagaland,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,99.51
India,Nagaland,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,388.04
India,Nagaland,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),0.0
India,Nagaland,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),68.41
India,Nagaland,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,111.01
India,Nagaland,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,15.17
India,Nagaland,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.0
India,Nagaland,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,10.58
India,Odisha,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.0
India,Odisha,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,0.0
India,Odisha,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,0.0
India,Odisha,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),0.0
India,Odisha,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),0.0
India,Odisha,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,0.0
India,Odisha,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,0.0
India,Odisha,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.0
India,Odisha,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.0
India,Odisha,2019,Private Licensees,Agriculture,579.15
India,Odisha,2019,Private Licensees,Commercial,2309.18
India,Odisha,2019,Private Licensees,Domestic,7522.81
India,Odisha,2019,Private Licensees,Industrial Power (High Voltage),7038.65
India,Odisha,2019,Private Licensees,Industrial Power (Low and Med Voltage),376.67
India,Odisha,2019,Private Licensees,Miscellaneous,859.39
India,Odisha,2019,Private Licensees,Public Lighting,229.46
India,Odisha,2019,Private Licensees,Traction,1473.55
India,Odisha,2019,Private Licensees,Works and Sewage Pumping,327.03
India,Puducherry,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,55.32
India,Puducherry,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,219.86
India,Puducherry,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,810.59
India,Puducherry,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),1396.6
India,Puducherry,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),183.69
India,Puducherry,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,24.31
India,Puducherry,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,23.41
India,Puducherry,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.0
India,Puducherry,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.0
India,Punjab,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,11581.56
India,Punjab,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,3795.5
India,Punjab,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,13612.8
India,Punjab,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),14154.21
India,Punjab,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),4136.01
India,Punjab,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,1489.81
India,Punjab,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,139.94
India,Punjab,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,258.22
India,Punjab,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.0
India,Rajasthan,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,25664.75
India,Rajasthan,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,4813.26
India,Rajasthan,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,12660.82
India,Rajasthan,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),11298.0
India,Rajasthan,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),3011.19
India,Rajasthan,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,1436.72
India,Rajasthan,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,304.76
India,Rajasthan,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.0
India,Rajasthan,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,2370.57
India,Rajasthan,2019,Private Licensees,Agriculture,0.0
India,Rajasthan,2019,Private Licensees,Commercial,0.0
India,Rajasthan,2019,Private Licensees,Domestic,0.0
India,Rajasthan,2019,Private Licensees,Industrial Power (High Voltage),0.0
India,Rajasthan,2019,Private Licensees,Industrial Power (Low and Med Voltage),0.0
India,Rajasthan,2019,Private Licensees,Miscellaneous,0.0
India,Rajasthan,2019,Private Licensees,Public Lighting,0.0
India,Rajasthan,2019,Private Licensees,Traction,381.88
India,Rajasthan,2019,Private Licensees,Works and Sewage Pumping,0.0
India,Sikkim,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.0
India,Sikkim,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,42.05
India,Sikkim,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,107.94
India,Sikkim,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),226.64
India,Sikkim,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),1.85
India,Sikkim,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,32.53
India,Sikkim,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,0.34
India,Sikkim,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.0
India,Sikkim,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.0
India,Tamil Nadu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,13828.26
India,Tamil Nadu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,10942.37
India,Tamil Nadu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,29140.34
India,Tamil Nadu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),26255.44
India,Tamil Nadu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),9622.86
India,Tamil Nadu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,2854.36
India,Tamil Nadu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,1151.87
India,Tamil Nadu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,971.71
India,Tamil Nadu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,1151.87
India,Telangana,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,20338.71
India,Telangana,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,6167.43
India,Telangana,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,12256.7
India,Telangana,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),12510.59
India,Telangana,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),1091.18
India,Telangana,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,4274.34
India,Telangana,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,334.57
India,Telangana,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,785.66
India,Telangana,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,800.56
India,Telangana,2019,Private Licensees,Agriculture,481.82
India,Telangana,2019,Private Licensees,Commercial,20.02
India,Telangana,2019,Private Licensees,Domestic,125.68
India,Telangana,2019,Private Licensees,Industrial Power (High Voltage),0.0
India,Telangana,2019,Private Licensees,Industrial Power (Low and Med Voltage),102.27
India,Telangana,2019,Private Licensees,Miscellaneous,1.37
India,Telangana,2019,Private Licensees,Public Lighting,6.32
India,Telangana,2019,Private Licensees,Traction,0.0
India,Telangana,2019,Private Licensees,Works and Sewage Pumping,67.32
India,The Dadra And Nagar Haveli And Daman And Diu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,9.59
India,The Dadra And Nagar Haveli And Daman And Diu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,86.35
India,The Dadra And Nagar Haveli And Daman And Diu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,300.35
India,The Dadra And Nagar Haveli And Daman And Diu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),7927.88
India,The Dadra And Nagar Haveli And Daman And Diu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),424.05
India,The Dadra And Nagar Haveli And Daman And Diu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,18.24
India,The Dadra And Nagar Haveli And Daman And Diu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,9.37
India,The Dadra And Nagar Haveli And Daman And Diu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.0
India,The Dadra And Nagar Haveli And Daman And Diu,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,7.81
India,Tripura,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,34.38
India,Tripura,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,71.83
India,Tripura,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,531.07
India,Tripura,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),22.88
India,Tripura,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),17.23
India,Tripura,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,122.25
India,Tripura,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,48.09
India,Tripura,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.0
India,Tripura,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,66.48
India,Uttar Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,18178.32
India,Uttar Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,6402.52
India,Uttar Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,41662.66
India,Uttar Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),11329.33
India,Uttar Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),3293.83
India,Uttar Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,7733.85
India,Uttar Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,840.11
India,Uttar Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,1683.94
India,Uttar Pradesh,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,1726.91
India,Uttar Pradesh,2019,Private Licensees,Agriculture,21.73
India,Uttar Pradesh,2019,Private Licensees,Commercial,295.33
India,Uttar Pradesh,2019,Private Licensees,Domestic,586.39
India,Uttar Pradesh,2019,Private Licensees,Industrial Power (High Voltage),0.0
India,Uttar Pradesh,2019,Private Licensees,Industrial Power (Low and Med Voltage),1077.73
India,Uttar Pradesh,2019,Private Licensees,Miscellaneous,45.69
India,Uttar Pradesh,2019,Private Licensees,Public Lighting,33.14
India,Uttar Pradesh,2019,Private Licensees,Traction,0.0
India,Uttar Pradesh,2019,Private Licensees,Works and Sewage Pumping,20.65
India,Uttarakhand,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,191.35
India,Uttarakhand,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,1396.93
India,Uttarakhand,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,3113.85
India,Uttarakhand,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),6105.24
India,Uttarakhand,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),311.94
India,Uttarakhand,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,373.49
India,Uttarakhand,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,46.45
India,Uttarakhand,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,29.08
India,Uttarakhand,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,453.03
India,West Bengal,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,1398.75
India,West Bengal,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,4768.93
India,West Bengal,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,12215.95
India,West Bengal,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),14626.47
India,West Bengal,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),1517.24
India,West Bengal,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,2448.99
India,West Bengal,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,495.1
India,West Bengal,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,1615.0
India,West Bengal,2019,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,517.65
India,West Bengal,2019,Private Licensees,Agriculture,0.0
India,West Bengal,2019,Private Licensees,Commercial,1902.29
India,West Bengal,2019,Private Licensees,Domestic,4812.15
India,West Bengal,2019,Private Licensees,Industrial Power (High Voltage),2075.07
India,West Bengal,2019,Private Licensees,Industrial Power (Low and Med Voltage),799.08
India,West Bengal,2019,Private Licensees,Miscellaneous,270.54
India,West Bengal,2019,Private Licensees,Public Lighting,275.13
India,West Bengal,2019,Private Licensees,Traction,253.62
India,West Bengal,2019,Private Licensees,Works and Sewage Pumping,489.58
India,Andaman And Nicobar Islands,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,1.02
India,Andaman And Nicobar Islands,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,60.29
India,Andaman And Nicobar Islands,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,133.86
India,Andaman And Nicobar Islands,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),0.0
India,Andaman And Nicobar Islands,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),20.99
India,Andaman And Nicobar Islands,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,31.79
India,Andaman And Nicobar Islands,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,6.72
India,Andaman And Nicobar Islands,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.0
India,Andaman And Nicobar Islands,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.0
India,Andhra Pradesh,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,12473.42
India,Andhra Pradesh,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,4518.4
India,Andhra Pradesh,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,14013.61
India,Andhra Pradesh,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),13162.93
India,Andhra Pradesh,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),5288.32
India,Andhra Pradesh,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,2474.23
India,Andhra Pradesh,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,538.07
India,Andhra Pradesh,2018,GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,1533.88
